# Portinari+98 Table 1
# Mass, Z=0.0004, Z=0.004, Z=0.008, Z=0.02, Z=0.05
# WARNING the following data are not given
# the remnant mass at Z = 0.05 for stellar mass m = 30.
12.0	11.97	11.84	11.77	11.46	10.85
15.0	14.94	14.76	14.63	14.21	13.11
20.0	19.83	19.30	19.03	18.06	16.00
30.0	29.35	19.05	13.03	12.63	0.00
40.0	35.65	16.86	16.44	5.35	3.62
60.0	31.88	17.55	10.81	5.93	4.09
100.0	55.35	46.93	14.23	7.16	4.03
120.0	60.41	38.43	14.35	6.63	4.04
