# WAVENUMBER    TRANSMISSION    UNCERTAINTY     FLAG    lambda              
  3.810585      4.1684177E-7    4.555996E-8     false   2624.2689619409725  
  3.827446      4.2600726E-7    4.659348E-8     false   2612.7083287652663  
  3.844307      4.3543022E-7    4.7657135E-8    false   2601.2491044512494  
  3.861168      4.451186E-7     4.8751584E-8    false   2589.8899605011748  
  3.8780289     4.5508233E-7    4.9878526E-8    false   2578.629591521559   
  3.8948898     4.6532932E-7    5.1038448E-8    false   2567.466714723091   
  3.9117508     4.7586948E-7    5.223279E-8     false   2556.4000694334736  
  3.928612      4.8671274E-7    5.346281E-8     false   2545.428262146515   
  3.945473      4.978687E-7     5.4729743E-8    false   2534.5503852823517  
  3.962334      5.0934773E-7    5.603452E-8     false   2523.7650859098007  
  3.9791949     5.2116144E-7    5.7378944E-8    false   2513.07118719867    
  3.9960558     5.333202E-7     5.876399E-8     false   2502.4675321808377  
  4.012917      5.4583677E-7    6.019153E-8     false   2491.9528352791217  
  4.029778      5.5872215E-7    6.166262E-8     false   2481.526275352302   
  4.046639      5.719895E-7     6.31791E-8      false   2471.1866032508183  
  4.0635        5.856526E-7     6.4742714E-8    false   2460.9327373856418  
  4.080361      5.997242E-7     6.635465E-8     false   2450.763614045212   
  4.097222      6.1421827E-7    6.801711E-8     false   2440.678187027589   
  4.114083      6.2915075E-7    6.973204E-8     false   2430.675427281653   
  4.130944      6.4453553E-7    7.150082E-8     false   2420.7543225570826  
  4.1478047     6.6038893E-7    7.332574E-8     false   2410.9138770628806  
  4.1646657     6.7672823E-7    7.520897E-8     false   2401.1531111341883  
  4.1815267     6.935698E-7     7.715222E-8     false   2391.4710609071626  
  4.1983876     7.1093166E-7    7.9158205E-8    false   2381.8667780016867  
  4.2152486     7.2883273E-7    8.122909E-8     false   2372.339329211697   
  4.23211       7.4729166E-7    8.336756E-8     false   2362.8875299733713  
  4.248971      7.663295E-7     8.557577E-8     false   2353.5110110969486  
  4.265832      7.859666E-7     8.785654E-8     false   2344.208614750252   
  4.282693      8.062243E-7     9.021255E-8     false   2334.979465472087   
  4.299554      8.2712614E-7    9.264661E-8     false   2325.8227015339558  
  4.316415      8.486954E-7     9.5162065E-8    false   2316.7374746718415  
  4.333276      8.709565E-7     9.77617E-8      false   2307.7229498242536  
  4.3501368     8.939356E-7     1.00448894E-7   false   2298.778304876367   
  4.3669977     9.176584E-7     1.03227514E-7   false   2289.902730410084   
  4.3838587     9.421531E-7     1.061001E-7     false   2281.095429459871   
  4.4007196     9.674486E-7     1.0907094E-7    false   2272.355617274199   
  4.4175806     9.935757E-7     1.12144306E-7   false   2263.6825210824563  
  4.4344416     1.020565E-6     1.15323814E-7   false   2255.0753798671744  
  4.4513025     1.0484506E-6    1.1861377E-7    false   2246.533444141429   
  4.4681635     1.077265E-6     1.2201833E-7    false   2238.0559757312853  
  4.485025      1.1070451E-6    1.2554275E-7    false   2229.6420105128987  
  4.501886      1.1378269E-6    1.2919129E-7    false   2221.2913081779643  
  4.518747      1.1696509E-6    1.3296999E-7    false   2213.0029243922254  
  4.535608      1.2025557E-6    1.3688259E-7    false   2204.776164154662   
  4.552469      1.2365858E-6    1.4093568E-7    false   2196.6103427605462  
  4.5693297     1.2717838E-6    1.4513515E-7    false   2188.5047856114725  
  4.5861907     1.3081959E-6    1.4948637E-7    false   2180.4588280295807  
  4.6030517     1.3458705E-6    1.5399648E-7    false   2172.4718150758613  
  4.6199126     1.3848585E-6    1.5867138E-7    false   2164.5431013724397  
  4.6367736     1.42521E-6      1.635181E-7     false   2156.672050928736   
  4.6536345     1.4669829E-6    1.6854467E-7    false   2148.85803697141    
  4.6704955     1.5102338E-6    1.7375865E-7    false   2141.1004417779786  
  4.6873565     1.5550213E-6    1.7916676E-7    false   2133.3986565140394  
  4.7042174     1.6014105E-6    1.8477934E-7    false   2125.752081073977   
  4.721079      1.6494643E-6    1.9060354E-7    false   2118.1599099872537  
  4.73794       1.6992534E-6    1.966488E-7     false   2110.6219895372265  
  4.754801      1.7508494E-6    2.0292622E-7    false   2103.137529408697   
  4.7716618     1.8043263E-6    2.0944444E-7    false   2095.705962885609   
  4.7885227     1.8597616E-6    2.1621419E-7    false   2088.3267312338057  
  4.8053837     1.9172421E-6    2.2324775E-7    false   2080.999283560999   
  4.8222446     1.97685E-6      2.3055615E-7    false   2073.723076679673   
  4.8391056     2.0386778E-6    2.3815188E-7    false   2066.497574972853   
  4.8559666     2.1028181E-6    2.4604765E-7    false   2059.3222502626745  
  4.8728275     2.1693727E-6    2.5425769E-7    false   2052.196581681681   
  4.8896885     2.2384413E-6    2.6279577E-7    false   2045.1200555467788  
  4.9065495     2.3101397E-6    2.7167656E-7    false   2038.0921652357968  
  4.9234104     2.3845737E-6    2.809168E-7     false   2031.1124110665812  
  4.9402714     2.4618682E-6    2.9053183E-7    false   2024.1803001785624  
  4.957133      2.5421505E-6    3.0054107E-7    false   2017.295152368813   
  4.973994      2.6255489E-6    3.1096127E-7    false   2010.45687748347    
  4.9908547     2.712202E-6     3.2181305E-7    false   2003.6648070654592  
  5.0077157     2.8022575E-6    3.3311588E-7    false   1996.918474403922   
  5.0245767     2.8958664E-6    3.4489145E-7    false   1990.2174190525639  
  5.0414376     2.9931884E-6    3.5716258E-7    false   1983.5611867248938  
  5.0582986     3.0943945E-6    3.6995363E-7    false   1976.949329191562   
  5.0751595     3.1996578E-6    3.832888E-7     false   1970.3814041797432  
  5.0920205     3.3091683E-6    3.97195E-7      false   1963.8569752745195  
  5.1088815     3.4231211E-6    4.11702E-7      false   1957.3756118222143  
  5.1257424     3.5417172E-6    4.268358E-7     false   1950.9368888356357  
  5.1426034     3.6651768E-6    4.4262782E-7    false   1944.5403869011825  
  5.1594644     3.7937273E-6    4.5911497E-7    false   1938.1856920877758  
  5.1763253     3.9276133E-6    4.7633046E-7    false   1931.8723958575624  
  5.1931863     4.067075E-6     4.943078E-7     false   1925.600094978368   
  5.2100477     4.212387E-6     5.130875E-7     false   1919.3682157722374  
  5.2269087     4.36383E-6      5.327126E-7     false   1913.1767178251541  
  5.2437696     4.521691E-6     5.532241E-7     false   1907.0250365054703  
  5.2606306     4.686288E-6     5.746676E-7     false   1900.9127889617637  
  5.2774916     4.8579523E-6    5.9709396E-7    false   1894.8395972352707  
  5.2943525     5.0370177E-6    6.2055176E-7    false   1888.8050881819806  
  5.3112135     5.223852E-6     6.450949E-7     false   1882.8088933962101  
  5.3280745     5.4188476E-6    6.7078327E-7    false   1876.8506491356286  
  5.3449354     5.622405E-6     6.976787E-7     false   1870.9299962477057  
  5.3617964     5.8349583E-6    7.2584413E-7    false   1865.0465800975446  
  5.3786573     6.0569446E-6    7.5534325E-7    false   1859.200050497072   
  5.3955183     6.2888603E-6    7.8625584E-7    false   1853.390061635556   
  5.4123793     6.5311992E-6    8.1865454E-7    false   1847.6162720114264  
  5.42924       6.784507E-6     8.526198E-7     false   1841.8783443653585  
  5.4461017     7.049331E-6     8.882451E-7     false   1836.1757848469654  
  5.4629626     7.3262822E-6    9.256124E-7     false   1830.5085870117678  
  5.4798236     7.616E-6        9.648294E-7     false   1824.876264170373   
  5.4966846     7.9191295E-6    1.0059928E-6    false   1819.2784953878952  
  5.5135455     8.236405E-6     1.0492156E-6    false   1813.7149636552501  
  5.5304065     8.56857E-6      1.0946139E-6    false   1808.185355829311   
  5.5472674     8.916413E-6     1.1423176E-6    false   1802.6893625741536  
  5.5641284     9.28077E-6      1.1924511E-6    false   1797.2266783033729  
  5.5809894     9.66256E-6      1.2451611E-6    false   1791.7970011234443  
  5.5978503     1.0062722E-5    1.3005972E-6    false   1786.4000327781073  
  5.6147113     1.0482253E-5    1.3589192E-6    false   1781.0354785937516  
  5.6315722     1.0922214E-5    1.420298E-6     false   1775.7030474257854  
  5.648433      1.1383768E-5    1.4849168E-6    false   1770.4024516059644  
  5.665294      1.1868106E-5    1.5529744E-6    false   1765.1334068906588  
  5.6821556     1.2376515E-5    1.6246717E-6    false   1759.8954847224954  
  5.6990166     1.29103255E-5   1.7002311E-6    false   1754.6887038032403  
  5.7158775     1.3471028E-5    1.7798941E-6    false   1749.5126412939817  
  5.7327385     1.4060151E-5    1.8639118E-6    false   1744.3670261504667  
  5.7495995     1.4679317E-5    1.9525578E-6    false   1739.2515905078412  
  5.7664604     1.5330272E-5    2.0461143E-6    false   1734.1660696341662  
  5.7833214     1.6014907E-5    2.1449005E-6    false   1729.11020188475    
  5.8001823     1.6735195E-5    2.2492409E-6    false   1724.0837286572753  
  5.8170433     1.7493212E-5    2.3594932E-6    false   1719.0863943477061  
  5.8339043     1.8291264E-5    2.4760416E-6    false   1714.1179463069604  
  5.850765      1.913174E-5     2.5992915E-6    false   1709.178134798333   
  5.867626      2.0017194E-5    2.7296867E-6    false   1704.266712955649   
  5.884487      2.0950363E-5    2.8676836E-6    false   1699.3834367421396  
  5.901348      2.1934215E-5    3.013806E-6     false   1694.5280649100227  
  5.918209      2.2971864E-5    3.168589E-6     false   1689.7003589607734  
  5.9350705     2.4066661E-5    3.3326096E-6    false   1684.8999477373404  
  5.9519315     2.5222169E-5    3.5065057E-6    false   1680.1268696265572  
  5.9687924     2.6442285E-5    3.6909476E-6    false   1675.3807580049156  
  5.9856534     2.7731103E-5    3.886666E-6     false   1670.6613849870448  
  6.0025144     2.9093024E-5    4.0944465E-6    false   1665.96852524808    
  6.0193753     3.0532698E-5    4.3151185E-6    false   1661.301955987799   
  6.0362363     3.2055334E-5    4.549619E-6     false   1656.6614568953635  
  6.0530972     3.366633E-5     4.7989197E-6    false   1652.0468101146462  
  6.069958      3.5371453E-5    5.0640697E-6    false   1647.4578002101398  
  6.086819      3.71771E-5      5.346247E-6     false   1642.8942141334282  
  6.10368       3.9089988E-5    5.6466693E-6    false   1638.355841190218   
  6.120541      4.111737E-5     5.966693E-6     false   1633.8424730079103  
  6.137402      4.3267002E-5    6.307762E-6     false   1629.3539035037115  
  6.154263      4.5547462E-5    6.671467E-6     false   1624.8899288532652  
  6.1711245     4.7967736E-5    7.0595042E-6    false   1620.4502222490776  
  6.1879854     5.0537696E-5    7.4737445E-6    false   1616.0348353944694  
  6.2048464     5.326771E-5     7.91617E-6      false   1611.6434451596026  
  6.2217073     5.6169425E-5    8.388997E-6     false   1607.2758564503958  
  6.2385683     5.925508E-5     8.894588E-6     false   1602.9318762818893  
  6.2554293     6.2538034E-5    9.4355555E-6    false   1598.6113137498203  
  6.27229       6.603257E-5     1.0014669E-5    false   1594.3139800026547  
  6.289151      6.97545E-5      1.0635053E-5    false   1590.0396882140726  
  6.306012      7.37207E-5      1.130002E-5     false   1585.788253555893   
  6.322873      7.794931E-5     1.2013219E-5    false   1581.559493171431   
  6.339734      1.1290844E-4    1.1096318E-4    false   1577.3532261492821  
  6.356595      1.117052E-4     7.901452E-5     false   1573.1692734975222  
  6.373456      1.085273E-4     2.6114617E-4    false   1569.007458118318   
  6.390317      8.828203E-5     1.5538411E-4    false   1564.8676047829395  
  6.4071784     8.284455E-5     2.2701047E-4    false   1560.7494239525447  
  6.4240394     9.736111E-5     2.372553E-4     false   1556.6529769813912  
  6.4409003     1.11966E-4      5.1149155E-4    false   1552.5779773337083  
  6.4577613     1.21391015E-4   5.1999E-4       false   1548.5242570151297  
  6.4746222     1.2473401E-4    5.3207355E-4    false   1544.4916497812276  
  6.491483      1.2818718E-4    4.2594742E-4    false   1540.479991114785   
  6.508344      1.21576784E-4   1.0710294E-4    false   1536.4891182034241  
  6.525205      1.0470131E-4    1.6881457E-4    false   1532.518869917578   
  6.542066      8.796419E-5     1.152366E-4     false   1528.5690867888068  
  6.558927      9.367901E-5     1.5128558E-4    false   1524.6396109884454  
