# Final ejected mass (during the TP-AGB phase)
#   computed for a set of metallicity and a range of low/intermediate mass by Karakas+2010Are listed here only main ISM elements H1, He4, C12, N14, O16 and Fe56
# Total-ejected mass is also added
# Z=0.008
# 1) Mass, 2) Ej_H1, 3) Ej_He4, 4) Ej_C12, 5) Ej_N14, 6) Ej_O16, 7) Ej_Fe56, 8) Ej_tot
   1.00000000e+00   3.03000000e-01   1.17000000e-01   4.34000000e-04   2.72000000e-04   1.62000000e-03   1.98000000e-04   4.23000000e-01
   1.25000000e+00   4.65000000e-01   1.80000000e-01   5.86000000e-04   5.15000000e-04   2.49000000e-03   3.04000000e-04   6.50000000e-01
   1.50000000e+00   6.22000000e-01   2.38000000e-01   9.47000000e-04   7.76000000e-04   3.32000000e-03   4.06000000e-04   8.67000000e-01
   1.75000000e+00   7.95000000e-01   3.07000000e-01   3.81000000e-03   1.06000000e-03   4.30000000e-03   5.21000000e-04   1.11400000e+00
   1.90000000e+00   8.98000000e-01   3.47000000e-01   6.07000000e-03   1.19000000e-03   4.89000000e-03   5.90000000e-04   1.26000000e+00
   2.00000000e+00   1.03000000e+00   4.08000000e-01   1.12000000e-02   1.42000000e-03   5.62000000e-03   6.80000000e-04   1.35600000e+00
   2.25000000e+00   1.11000000e+00   4.57000000e-01   1.58000000e-02   1.56000000e-03   6.15000000e-03   7.46000000e-04   1.59800000e+00
   2.50000000e+00   1.26000000e+00   5.41000000e-01   2.24000000e-02   1.90000000e-03   6.83000000e-03   8.55000000e-04   1.83700000e+00
   3.00000000e+00   1.53000000e+00   7.12000000e-01   3.96000000e-02   2.47000000e-03   8.26000000e-03   1.06000000e-03   2.30600000e+00
   3.50000000e+00   1.90000000e+00   7.80000000e-01   2.83000000e-02   3.02000000e-03   9.95000000e-03   1.25000000e-03   2.73400000e+00
   4.00000000e+00   2.24000000e+00   8.76000000e-01   2.13000000e-02   3.49000000e-03   1.17000000e-02   1.46000000e-03   3.16400000e+00
   4.50000000e+00   2.48000000e+00   1.09000000e+00   6.45000000e-03   3.82000000e-02   1.29000000e-02   1.66000000e-03   3.63900000e+00
   5.00000000e+00   2.71000000e+00   1.32000000e+00   4.07000000e-03   5.54000000e-02   1.20000000e-02   1.87000000e-03   4.11400000e+00
   5.50000000e+00   3.04000000e+00   1.48000000e+00   5.88000000e-03   4.80000000e-02   1.32000000e-02   2.10000000e-03   4.59300000e+00
   6.00000000e+00   3.28000000e+00   1.69000000e+00   4.48000000e-03   4.99000000e-02   1.16000000e-02   2.32000000e-03   5.05200000e+00
