# Final ejected mass (during the TP-AGB phase)
#   computed for a set of metallicity and a range of low/intermediate mass by Karakas+2010Are listed here only main ISM elements H1, He4, C12, N14, O16 and Fe56
# Metal eand Total ejected mass are also added
# Z=0.0004
# 1) Mass, 2) Ej_H1, 3) Ej_He4, 4) Ej_C12, 5) Ej_N14, 6) Ej_O16, 7) Ej_Fe56, 8) Ej_Z 9) Ej_tot
   8.00000000e-01   1.19706390e-01   3.63536523e-02   2.86295960e-05   4.96665395e-06   2.51899390e-05   3.64657684e-06   6.24327658e-05   1.56122475e-01
   9.00000000e-01   1.72069262e-01   5.59515842e-02   8.57440938e-05   1.00502008e-05   4.91347424e-05   5.32023861e-06   1.50249276e-04   2.28171095e-01
   1.00000000e+00   2.35226797e-01   8.13035461e-02   2.29654191e-04   1.85076722e-05   8.90346876e-05   7.39943912e-06   6.00620900e-04   3.17130964e-01
   1.10000000e+00   3.08006782e-01   1.11663414e-01   5.50677397e-04   3.10503599e-05   1.50041132e-04   9.82109678e-06   1.45967047e-03   4.21129866e-01
   1.20000000e+00   3.86516767e-01   1.45031124e-01   1.18281665e-03   4.74858092e-05   2.35280836e-04   1.24468446e-05   2.76150466e-03   5.34309396e-01
   1.30000000e+00   4.64848004e-01   1.78139582e-01   2.27580430e-03   6.61977782e-05   3.43311145e-04   1.50624852e-05   4.70504304e-03   6.47692629e-01
   1.40000000e+00   5.36188605e-01   2.07286038e-01   3.92607025e-03   8.42513318e-05   4.66320105e-04   1.74224641e-05   7.42523157e-03   7.50899875e-01
   1.50000000e+00   6.03163497e-01   2.37488862e-01   6.19970369e-03   1.01282698e-04   5.94716583e-04   1.96935003e-05   1.06000860e-02   8.51252445e-01
   1.60000000e+00   6.66235877e-01   2.72165819e-01   9.03751030e-03   1.16616954e-04   7.14650156e-04   2.19519986e-05   1.38154990e-02   9.52217195e-01
   1.70000000e+00   7.23854387e-01   3.09320954e-01   1.22339842e-02   1.30233948e-04   8.14315178e-04   2.41115148e-05   1.78379597e-02   1.05101330e+00
   1.80000000e+00   7.76872133e-01   3.41388235e-01   1.56036328e-02   1.45475325e-04   8.93612167e-04   2.60463379e-05   2.63519665e-02   1.14461233e+00
   1.90000000e+00   8.32804426e-01   3.73057215e-01   1.92054296e-02   1.61844565e-04   9.64340082e-04   2.80324671e-05   2.83874490e-02   1.23424909e+00
   2.00000000e+00   8.91365179e-01   4.11883397e-01   2.35468600e-02   1.73340498e-04   1.04646033e-03   3.01731693e-05   2.47968340e-02   1.32804541e+00
   2.10000000e+00   9.41679066e-01   4.48027622e-01   2.87835876e-02   1.83908812e-04   1.13042116e-03   3.19292479e-05   3.01298468e-02   1.41983653e+00
   2.20000000e+00   9.90760761e-01   4.81486110e-01   3.46976027e-02   1.92594131e-04   1.21699067e-03   3.34913484e-05   3.71948387e-02   1.50944171e+00
   2.30000000e+00   1.03846781e+00   5.06807701e-01   3.91253941e-02   1.89860999e-04   1.28138873e-03   3.48546635e-05   5.64713540e-02   1.60174687e+00
   2.40000000e+00   1.10662293e+00   5.33165170e-01   4.20506254e-02   1.79792784e-04   1.34509041e-03   3.67358371e-05   5.69220920e-02   1.69671019e+00
   2.50000000e+00   1.18219408e+00   5.56479402e-01   4.32897271e-02   1.68874648e-04   1.37993493e-03   3.88226557e-05   5.20081980e-02   1.79068168e+00
   2.60000000e+00   1.25882389e+00   5.74513220e-01   4.27733290e-02   1.59405608e-04   1.37235856e-03   4.09707180e-05   4.80696272e-02   1.88140674e+00
   2.70000000e+00   1.33606705e+00   5.86697947e-01   4.05636543e-02   1.51213191e-04   1.32305665e-03   4.31772466e-05   4.51239284e-02   1.96788893e+00
   2.80000000e+00   1.41338302e+00   5.93821569e-01   3.69950216e-02   1.47500339e-04   1.24452082e-03   4.54314950e-05   4.28776009e-02   2.05008219e+00
   2.90000000e+00   1.48986654e+00   6.02842299e-01   3.28390020e-02   1.69799149e-04   1.18742154e-03   4.76810602e-05   4.02874322e-02   2.13299627e+00
   3.00000000e+00   1.56484743e+00   6.15065070e-01   2.84278125e-02   2.36041014e-04   1.15663874e-03   4.99055966e-05   3.75499400e-02   2.21746244e+00
   3.10000000e+00   1.63769783e+00   6.30678474e-01   2.39995867e-02   3.96231412e-04   1.15021917e-03   5.20915250e-05   3.50260281e-02   2.30340234e+00
   3.20000000e+00   1.70778300e+00   6.49926957e-01   1.97592707e-02   8.03192790e-04   1.16775982e-03   5.42249753e-05   3.30208996e-02   2.39073086e+00
   3.30000000e+00   1.77469584e+00   6.72949823e-01   1.59640961e-02   1.88623319e-03   1.20825164e-03   5.63036813e-05   3.17427835e-02   2.47938844e+00
   3.40000000e+00   1.83924111e+00   6.99059855e-01   1.31377420e-02   4.00172208e-03   1.26077473e-03   5.83879659e-05   3.11796242e-02   2.56948059e+00
   3.50000000e+00   1.90121873e+00   7.28369216e-01   1.10815252e-02   7.35816694e-03   1.32444741e-03   6.04852794e-05   3.13738540e-02   2.66096180e+00
   3.60000000e+00   1.96021716e+00   7.61192222e-01   9.58033656e-03   1.17263681e-02   1.40071269e-03   6.25915674e-05   3.23403575e-02   2.75374974e+00
   3.70000000e+00   2.01583496e+00   7.97889300e-01   8.48915399e-03   1.61967762e-02   1.49135325e-03   6.47026033e-05   3.40320836e-02   2.84775634e+00
   3.80000000e+00   2.06840486e+00   8.38201015e-01   7.68659134e-03   1.96510358e-02   1.59278741e-03   6.68184100e-05   3.62116767e-02   2.94281755e+00
   3.90000000e+00   2.12203503e+00   8.78256103e-01   6.98375209e-03   2.26964494e-02   1.66975651e-03   6.89621760e-05   3.81002361e-02   3.03839137e+00
   4.00000000e+00   2.17749456e+00   9.17092888e-01   6.34764742e-03   2.52910373e-02   1.71196635e-03   7.11368906e-05   3.96621420e-02   3.13424959e+00
   4.10000000e+00   2.23485391e+00   9.54387251e-01   5.77172642e-03   2.71901502e-02   1.71665905e-03   7.33411814e-05   4.09849947e-02   3.23022615e+00
   4.20000000e+00   2.29418654e+00   9.89817410e-01   5.25010075e-03   2.82028381e-02   1.68352519e-03   7.55735854e-05   4.21455632e-02   3.32614951e+00
   4.30000000e+00   2.35495576e+00   1.02365593e+00   4.78512794e-03   2.83862013e-02   1.62001749e-03   7.78245407e-05   4.32527190e-02   3.42186441e+00
   4.40000000e+00   2.41341859e+00   1.05929572e+00   4.41218609e-03   2.86970377e-02   1.55987901e-03   8.00422710e-05   4.46086120e-02   3.51732292e+00
   4.50000000e+00   2.46868305e+00   1.09747345e+00   4.12233703e-03   2.93075283e-02   1.50782527e-03   8.22117412e-05   4.62183200e-02   3.61237482e+00
   4.60000000e+00   2.52046574e+00   1.13837258e+00   3.90267672e-03   3.02366487e-02   1.46318760e-03   8.43256893e-05   4.80072299e-02   3.70684554e+00
   4.70000000e+00   2.56849688e+00   1.18219311e+00   3.74378643e-03   3.15137766e-02   1.42540377e-03   8.63768897e-05   4.98673906e-02   3.80055738e+00
